user,item,rating,review,summary
A23P9INV8GRN48,B00001WRSJ,5,"I was hesitant to spend $75 on a pair of headphones, since I had always had pairs for under $30. My $25 Panasonics were great for the price, and gave excellent service until the inline volume knob started having a flaky connection.

After reading the reviews on this item, I went ahead and bought a pair, and I am blown away by the difference in quality that extra $50 buys. The Sonys feel very well made, and they use metal and high quality plastics that make the headphones feel sturdy. I have no doubt these will last as long as the other reviewers are claiming.

As for the sound quality, these are phenomenal. I am sure headphone purists will point out that their $700 Grado pair blows these away, but I haven't heard anything in this price range that even comes close.

I play my bass guitar through my mixing board, and it is a 5-string model with the low string tuned to a low B. My old cheaper pair of headphones would always distort when I played full volume on the low end of the B string, and I thought I was overdriving the preamp on the mixing board, but after plugging in the Sonys, I discovered it was actually the headphones. The Sonys give extremely deep and clear bass reproduction all the way down to the lowest note on the bass.

My only complaint is it takes about 75% volume on an iPod to get a reasonable listening volume, compared to about 55% on my old headphones. However, if you plug them into an amplified source (such as a mixing board, headphone amplifier, home stereo receiver, etc) you should have no trouble getting good volume.",Well worth the price
A1HW4M029I31C8,B00001WRSJ,5,"Many years ago, I bought an earlier generation of these phones which I used for many years on business travel with an AIWA portable CD player to while away the hours.

They disappeared after use by four of my kids while I was between trips. This new pair is once again a superbly made and designed high fidelity gift to anyone wanting really superb sound.

Simply plugging them into a good receiver pumping out DVD sound, and you are instantly into the world of outstanding sound from the DVD and isolated from the sounds in your environment.  The bass, mid and high frequencies are perfectly balanced and extend across a wider range than my large Boston Acoutic 150 speakers. After suffering with the sporadic connection failures and static in the individual plugs on the earpieces of a $300 Sennheiser earphone set (now gone into the trash) I'm happily back with Sony's V6 technology.

The sound is better than the Sennheisers when they were new. The bass in the Sony's is spectacular and clean for any price range headphones.

If these wear out before I do, I'll get another set of the same ones.  As long as Sony keeps making the MDR-V6, I'll keep buying them.

The listing fails to mention that a very nice leatherette drawstring carrying case

is included to hold the phones and spiral wound cord when folded, just like the one that came with my first set many years ago.",Still the best buy. Worth ten stars.
A1S2VMAOEDCN3W,B00001WRSJ,3,"I tried those from a colleague of mine, comparing directly to the current ""king of cheap cans"" $20 Senn HD201. Very comfortable closed cans, nicely fit the ear. Soundwise, they are too bright, lacking mostly in mid-bass (100-500Hz area). I'm not a bass-head at all, and these seem to have some of the typical deep/DJ bass. Sound is just plain thin. Otherwise they are louder than Senn 201 at the same volume setting, so I guess they are more efficient.

Not bad for 70$ if you listen to light jazz of acoustic; there are better cans otherwise.",Way too bright
A2YG0C7JIOSZZ2,B00001WRSJ,3,"This is great headphone for treble lover, its midrange is adequate but the bass is very minimal. I hear sounds that require good speakers to deliver on this headset, the treble is very clear, human voice is beautifully reproduced; on THX movies the imaging is very impressive ... However, there is very little bass in it. It rated as 10 HZ to 30MHZ, I don't know how sony comes up with the low frequency rating, that is lower than most 12'' sub woofer can deliver.  I doubt it can go lower than 80 HZ and you have to look for it. This headphone has the characteristic of electrostatic speakers, clear treble and lack of full audio body,  it is suitable for light jazz or the like but not much elsewhere.",Where is the Bass?
A378UM0ONLW6K1,B00001WRSJ,5,"I finally stopped my endless quest for a satisfactory headphone! Hew! Sony V6 was designed for me!

I was looking for a high quality all-around headphone, with a special interest to use it in a kind of noisy setting.  I have tried shure e2c and sony NC50. both let me down. The e2c was utterly disgusting. My ears were almost killed by it.  Also, the little pole with a tunnel insider would always rotate insider the earplug (yes it is just a $100 earplug) which makes it useless unless you sit still.  The NC50 does a good job in cancelling noise.  but the sound quality goes down the tubes. I guess it is only good for somebody who enjoys AM radio.

After i returned both, I became hesitant to try others.  My wife and my friends started to make fun of me. A third return would make me looking really stupid.  But I finally bite the bullet and purchased the sony v6. And I will never regret.

1. the sound is very good, better than anything i have tried so far. i have not tried those $600 headphone yet. but i seriously doubt whether those can beat v6 for a person with average hearing ability like me. (for those who care to read my review, with at least 95% chance, your hearing is perhaps as good as and as bad as mine.) so why bother with the extra $570? buy some CDs or a newer ipod.

2. the sound isolation is quite good. in a noisy bus it sounds as good as e2c (or better), and maybe very slightly worse than NC50. so even in noisy places, i prefer v6 overall for its better sound.

3. comfortable. my eyeglass is not a problem at all.

4. nice craftmanship. every component seems to be make of decent material and properly.

overall, i am very satisfied. the only thing i do not like 100 percent is that the cable is a little bit too long and with curls. so i have to wear clothes with big pockets to hold the cables and my players. but i won't take away one point from a product that makes me so happy.

PS: After almost ten years, the Sony V6 finally bit the dust! I replaced the ear pads about 6 years after the initial purchase and everything else was fine. It is a truly great phone. However, around 9.5 years, the cable started to break at places that got twisted often. And the long and curly cable is revealed to be its Achilles heel. There is no easy way to replace the cable and I have bought some soldering gun and solder and replacement cable to try to salvage it. If Sony can make the cable replaceable, it will easily be the best and most versatile phone ever, especially given its price. (My other phones are Sennheiser 518, 598, 580 and 650.) Please, Sony, make the cable detachable and give people a chance for a straight and maybe shorter cable.","A VERY, VERY NICE PHONE."
A12VM2HHWDK2WA,B00001WRSJ,5,"I really love listening to music on these ""cans."" They're foldable, look fairly nice, have a very full frequency response, are comfortable and are quite efficient, requiring little power to drive them. It is odd how Sony are trying to phase this model out for the more expensive MDR-7506 (which sound the same).

One complaint are the earpads. Mine have begun to peel, exposing the foam part. You can buy a different type of replacements from another company; but Sony should have corrected this problem considering this is no new model. Just take care of your 'phones and they'll perform great, likely you'll never need to buy any other model, just more of the V6s!

Pros:

Great sound

Comfortable

Are considered an industry standard for many people

Cons:

Earpads peel eventually

Due to the closed-ear design, some have complained about the sound being a little unnatural and that their ears get hot after wearing them for a long time.",Best monitoring headphones I've heard!
A3BC51PZJ8L67R,B00001WRSJ,3,"Perhaps my ears have been sullied by 'augmented' headphones in the past, but these particularly 'phones feel flatter and more lifeless than any others.  I'm not talking about a lack of thumping bass... that's fine by me.  But rather... well, it's hard to describe.  No warmth.  No resonance.  Just sterile.

I suppose this'd be fine or perhaps even desireable for studio monitor work, but when I'm trying to enjoy folk tunes, classic jazz, orchestral music... it's just disheartening.","Disappointingly flat, sterile, lifeless :("
A3E5KFCYN26O2B,B00001WRSJ,5,"These are, by far, the best headphones I've ever owned.  Sony got it right when they invented the MDR-V6's, and that's why they've stayed pretty much the same (even the packaging) for about 30 years.  I'd recommend them to anyone.",Excellent.
A1C4J9CUHT3UXE,B00001WRSJ,5,"I bought these headphones to replace my Sony MDR-V300 headphones, which are the cheapest pieces of plastic garbage I've ever seen.  The V6's produce a beautiful sound and allowed me to hear details in my music I never knew existed.  I've got a Denon-Bose audio setup worth about $2000 and these headphones sound better.

These headphones are ridiculous.  They're worth about $300 by my standards.  It also appears they are built to last, as most of the parts are robust plastic or metal instead Sony's normal cheap sh**.

Update: the little wires that run to the speakers are unable to withstand an encounter with a housecat.  I strongly recommend not leaving these headphones along with your carniverous pets.",Best sound I've ever heard
AB55OJ2TABN4G,B00001WRSJ,4,"pros: great sound, comfortable, closed headphones: when you put these puppies on you can't hear ANYTHING apart from the music, also it's hard for outside world to hear you even when you're rocking it.

cons: i'm already on my 3rd pair because of the same problem: after about a half year of abuse (i.e shoving them in my backpack) one of the speakers stops working. for the life of me it happened with the first two i had. so i now bought mdr7506's which is basically the same but priced more (go figure). i think sony should make the v6's more tough though. throwing headphones into a backpack is a pretty important thing.",alright
AZ0SIZRQWN7RC,B00001WRSJ,5,"I've sampled nearly the whole Sony headphone line, but the V6 is notable for its flattering sound and good value. While it's unlikely to meet the requirements of a seasoned audiophile, it will delight most everyone else with its ability to render many types of music well.

The pads are extremely comfortable. (However, continued use may cause the rubber to flake after several years; Beyer makes fine replacement pads.) As you'd expect from closed headphones, the sound is a little ""closed-in"" -- but detailed enough to do justice to anything from classical to punk. These are fun headphones capable of a nice dynamic range.

The V6 doesn't try to emulate the sound of a concert hall or a studio; rather, it offers a pleasant musical experience of its own.

-- It's reasonably priced
-- They play many types of music
-- They're easily driven by iPods or CD players
-- The V6 is (aside from the pads) an amazingly sturdy performer

If you're picky...
-- The sound is ""colored"" (that is, not completely accurate)
-- They have a closed-in sound -- a result of their being closed phones

I've since graduated to the Beyer DT880s, a notably better phone. But the V6 has legions of fans, for obvious reasons. Even people who hate Sony headphones concede the V6's attractive sound. They've served me well for over a decade.",A classic that's easy to find
A25PM9JGHPU8EI,B00001WRSJ,5,"I bought my first pair of these in 1988 and am still using them. I am so paranoid that one day Sony will cease their production I've purchased several pairs so I'll have them up until I die. It's a testament to their quality that sports broadcasters, music producers, djs, and other professionals needing optimum sound quality continue to use these. What impresses me the most is the bass reproduction and high end timbres. I'm telling you, many years ago when Sony would roll out new models of headphones I would spend 2 to 3 times as much as this pair, thinking that the quality would be a step up. That was NEVER the case. These headphones have stood the test of time and I cannot recommend them highly enough. They are durable, and reproduce voice, music, ANYTHING with a clarity that is unrivaled.",The greatest headphones ever made
AVE2J7PNE0L9C,B00001WRSJ,5,"First of all I'm not a musician,director or studio engineer( just a really big music and entertainment fan) and have tried several headphones and actually owned about 4 headphones in the same price range as the V6(and a lot of much cheaper ones) in the past  and while the ones I liked  were great in their own right, the Sony MDR V6s are the best sounding headphones I've ever listened to. The sound is very even and natural yet extremely detailed and not at all ""lifeless"" or ""boring"" to listen to. They have a really deep, smooth,rich yet accurate bass sound and have crystal clear treble and mid range. Overall, there may be other headphones that cost twice as much that sound better but for the price when it comes to sound, the Sony MDR V6s sound absolutely flawless for the money and they are a true bargain. These headphones are not only beautiful to listen to and come beautifully packaged they are also very comfortable and durable. I have had these headphones for 5 years and haven't even had to replace the ear pads yet and I can listen to these headphones for hours without taking a break. The V6s are very similar to the 7506s in sound and appearance but I think the V6s are actually clearer and even more detailed to my ears. It can debated by people that they sound the same but to my ears I can honestly say the V6s sound better to my ears and they have an even longer cord than the 7506s so buying a headphone extension cord is not necessary. Overall, I would definitely recommend the V6 to anyone looking for a great sounding,durable,accurate and affordable set of headphones.",The MDR V6s are Sony's masterpiece and an industry standard.
AACNFH28C1ZHB,B00001WRSJ,5,"The Sony MDR-V6s were the first really good headphones I owned. After about 15 years of use, the foam padding was a bit run down. After doing the exhaustive search for the best headphones, I bought a pair of Sennheiser HD580s (I also own Etymotic ER-4Ps). Comparing the HD580 to my MDR-V6s, I would say that the MDR-V6s are better for two reasons. 1. The MDR-V6s are more comfortable to wear for long periods of time, and 2. The MDR-V6s have a telephone-like cord, which is easier to deal with than the straight HD580 cord. The sound quality was very good on both headphones, and about equal. I ended up buying new foam pads for my 15-year-old MDR-V6s, which made them feel like brand new headphones. I also bought a second pair of MDR-V6s, and shelved the HD580s for now.
Do not buy the MDR-600s by mistake. I have never used them, but I have read numerous reviews that state that the MDR-600s are inferior to the MDR-V6s. You can still buy the MDR-V6s, but they are harder to find. I bought mine at millionbuy because Amazon did not have them in stock. For some reason, the MDR-V6 product name at Amazon magically changed to MDR-600, even though it is an entirely different product. I am not sure why this happened.
The audioreview Web site has a great collection of headphone reviews.",My favorite headphones
A2IA5Q0TDWE81X,B00001WRSJ,4,"I have been a headphone fanatic for thirty years and have owned and used a variety of headphones over those years, to include Stax SR-5, Sennheiser HD-424 and HD-580.  The Sony MDRV6 excells as the best value of any headphone that I've ever owned.  They are especially good at producing natural-sounding deep bass, and the overall octave-to-octave balance is excellent.  The sound quality is all in all comparable to other headphones that cost considerably more.
The MDRV6 is especially well-suited for travel due to the collapsible design, and for noisy environments or for quiet environments such as a library where the sound emitted by open-back headphones would distract others.
The MDRV6 is not quite as comfortable as some other headphones, but the comfort can be improved enormously by replacing the pads with the velour pads from BeyerDynamic.  The pads that come on the MDRV6 have a non-breathable cover, and significant additional discomfort is caused by the way that the thin foam cover is glued to the pad around the inner circumference of the pad, which prevents the top and back of your ear from slipping into the space between the pad and the face of the headphone.  This forces the pad to rest on the back of the ear, which compresses the ear and eventually becomes uncomfortable.  I read on a web forum where several people had replaced the pads (which eventually come apart) with a velour pad made by BeyerDynamic, and after I did this replacement on my one pair that had a damaged pad, the increase in comfort was so great that I immediately did the other pair.  The thin cover can be glued down to the headphone face if needed to hold it in place, which then allows the top and rear of your ear to naturally  slide under the inner circumference of the pad, which is considerably more comfortable.  I can recommend this trivial modification without reservation to anyone who owns these headphones.  Even if you don't replace the pads with the BeyerDynamic velour pads, I suggest removing the pads anyway, then carefully separating the thin cover from the pad, and glueing the cover directly to the headphone surface.",Unbeatable value
A305KK5LXBJOK3,B000021YUO,5,"The size and design of this camera make it ideal for what it is designed for.  It takes great pictures in light and dark (though it's better at outdoor pictures) and it fits easily into your pocket.  It opens quickly with one hand; no fumbling around with a lens cap.  It focuses quickly so you can take a shot from a closed position very quickly.
The only thing worth noting is that this is a point and click camera.  If you want to control exposure, shutter speed, etc. or play with macro, this is not your camera.",perfect point and click camera
A1CNN84Q3V84AC,B000021YUO,5,"Even with 200 ISO film (the manual recommends ISO 400), this camera takes very sharp indoor/outdoor pictures with brilliant colors. Haven't tried the 400 film yet, so I'm eager to try some outdoor evening pictures. However, with the 200 film, this camera still took some excellent night pictures (using a tripod) of downtown during Christmas season. Don't regret buying it one bit, best investment in a long time.","Terrific pictures, very sharp and colorful."
A3387ENBEB6PCH,B000021YUO,4,"i'd been lookin for  a decent bargain on a 35 mm camera with zoom for my vacation. i never had a camera of my own,and never really took pictures (apart form when a freind asks you to take  a picture of them using there camera at some obscure place..lol).. it came down to this and the canon sureshot 85.. something about this one,however got me hooked.(i think it was the classy body.. ha ha) but honestly .. this camera makes me WANT to take pictures..it's so simple and such a joy to use.. when i developed my first roll, the attendant asked if i was into photography semi pro or pro ,becasue the shots were really  excellent(of course it's the camera ,film and locations..lol..)sure,you're gonna take some shots that don;t come out to right.. sure the light may be bad.. but know your limits,and your camera's..with the six flash modes,and DX coded film(to adjust the shutter speed)..just read the manual for what flash mode wortks for what situation,and which speed film(100,200, 800 etc) will work for what type of lighting.. and take lots of pictures. the camera will harldy (if ever ) let you down",great buy!
AT4UTUQP51RZG,B000021YUO,5,"For the buck, Olympus gives you a better lens than any other consumer level camera. I love the shots I've taken with this camera... great colour, focus, and sharpness.",Great value
A1BAT4NZAP6B07,B000021YUO,5,"Takes great pictures.  Survives a drop onto the sidewalk (dropped from 2 feat from a bench).  Handles rain no problemo.  Still takes great pictures.  Small size is great and it's easy to use.  The editor review says battery compartment is hard to open -- It is unintuitive by the arrow direction (it looks straight), but look at the hindges and you'll figure it out.  The viewfinder is tiny, but it works just fine.  The camera's small size lets you get 2-3 extra pictures from a 24 exposure roll becuase you don't have to roll out the film at all to cross the camera body :)  It is so small that it fits in teh secondary compartment of the camera bag I bought along with it.
The zoomer is cool.  They say that it is 2.2x, but a 35mm with no zoom is .45x, so you are actually getting 4x zoom relative to a non-zoom 35mm wide angle point and shoot.  This is the best bet for your money.  If you want more zoom, go get a professional camera, but with that much money (over $200), its time to go digital.
This is the perfect camera for me going to LA and shooting at the LA Galaxy (Soccer MLS) players.",What a wonderful little camera
A231WM2Z2JL0U3,B000021YUO,5,"I've had only good results with the Stylus. It takes wonderful pics, is very handy to tote around, and takes quite a beating. (My 1st Stylus was a 35mm model and it resided on an open shelf in a boat for 4 years without misfiring once). My only disappointment has been the red-eye reduction, though contact lenses make a real challenge for any direct flash unit I've seen.",Full Function APS in Nice Package.
ADTODK0KIOYLP,B000021YUO,5,"I am a rookie picture-taker.  I never really had a use for a camera with a zoom lens.  I was always content to use my VERY simple point and shoot.  One day, my pictures came out so badly from my simple camera that I decided that I need to get one with a zoom lens.  I looked at many brands of cameras, but I never considered the Olympus.  Then one of my friends, who knows a lot more than I do about cameras, convinced me to test the Olympus Stylus Epic.  I fell instantly in love, and I bought it.  That choice has been the best decision I ever made!  I love the small size and sleek design of this camera.  I also LOVE all the bells and whistles on it, especially the timer because no one gets left out of the picture.  It also takes very good photographs.  I recommend this camera for anyone, including camera-challenged people like myself.  A great piece of equipment, and the price was very reasonable.",Easy to Love!
A2TAAKL8DQDMSA,B000021YUO,5,"performance from such a small piece of equipment. Since having a kid our travel baggage tripled and I couldn't afford to carry my Canon Elan(great one when I bought in 1993) along with my camcoder.
I looked around for a small 35mm point & shoot and I decided on Delux edition of this one over Minolta Freedom zoom 125 & 150 because of the price and reviews I read at this site. The delux edition has a more gold look to it and comes with a leather cover, battery, and has a panaromic mode function.
Size is a big plus to this one even though the Minolta's looked more appealing to me. The pictures came great as mentioned in lot of other reviews. The best are the ones I took in the night with 'night scene' flash mode. One has to be VERY careful not to shake the camera when taking pictures in this mode.",very impressive ..
A2Q89DEW2Y91A7,B000021YUO,5,"A manual settings snob I was... my 20 year-old Minolta had a light leak.  Too late to get a repair before a trip to Alaska I bought a point and  shoot. I bought this brand because Olympus have glass lenses. But the  design is what really sold me: the camera is ""splashproof"", the  lens cover ingenious, and the small, very lightweight oval fits in your  hand like it belongs there.
It has trekked with me across Alaska,  Florida, fell in a fountain in Savannah, been on a beach too many times to  mention and has bounced off airport restroom floors more than once. It  survived being thrown 20 feet into the street when my bag was grabbed and  the camera flew out of it. It has gone fishing with me and even scooted off  the face of a glacier once.
And you know what? Besides being more  durable than I could ever imagine, it takes great pictures.
Two years  and 100 rolls of film later I have had 3 bad pictures. All because I was  taking low light shots without a tripod -- my hand jiggled the camera. Last  month, we were on the beach at midnight with a full moon out. I placed the  Olympus on stairs and set the timer so me tripping the shutter wouldn't  jiggle things. Beautiful shot of the ocean, the moon and unbeknownst to us  until the photos came back... a sea turtle coming ashore behind us.
I  have taken the Olympus places I would of never taken the expensive (OK!!  OK: and clunky and heavy) Minolta. The Olympus fits in my pocket. It is not  an ordeal to get it out and determine the lighting, put on the right lens  or even to load the film.
I miss the Minolta when I have a beautiful  sunset to shoot and know what it would look like with a polarizing filter  and ASA 100 film. And, when I was set up with it I could actually focus  faster than the autofocus on the Olympus. But three bad shots out of 3000?  I can stand a nanoseconds delay.",Excellent camera
A2Y06YSBK1YYWT,B000021YU8,5,"The Epic QD CG is the Epic model that I bought, with the quartz date imprinting (which I've never used) and the attractive metallic ""champagne gold"" finish that aren't in the base model, but  without the ""panoramic"" image-cropping in the more expensive DLX  model.
The f/2.8 lens is sharp and bright, and the camera is small enough  to carry in my pants pocket. But the feature I like best is the accurate  exposure system. The default automatic mode uses fill flash effectively.  You can also force the flash off or on, or combine foreground flash with  long exposure for night scenes.
The flash is bright enough to reach 27'  with ISO 400 film, and its brightness is automatically reduced to prevent  overexposure of subjects as close as 1.1'. The flash is close to the lens,  so you should use the red-eye-reduction mode when the ambient lighting is  dim and your subject's pupils are dilated. Using this mode, I have never  shot a subject with red eyes.
If you don't absolutely need a zoom lens,  this is a handy camera that takes great pictures.",Clear pictures
A368MN025PXOZX,B000021YUL,4,"Wife bought camera for gift.  Owners manual suggest using AC adapter to download pictures to PC.  Can't find the Adapter.  No internet site  advertises and no store front carries it.  Can't buy it on Olympus site, no  option to do so. I don't want the floppy adapter.  AC adapter is more  suitable for me.
Other wise, this is camera is the best.  Would give 5  stars if adapter was available.","Camera is great, accessories are another thought"
A2JFOHC9W629IE,B000021YU8,5,"I've been shooting pictures since I was about 8, almost 30 years. I've owned several cameras, my first real one being a Canon AE-1 that I bought in high school. I upgraded to the EOS line in the early '90s and still shoot that line in film, but added medium format (Hasselblad) for portrait and wedding work (part time). Earlier this year, I got a digital and decided that I would invest a lot of time into that medium. But I wanted a film camera that, like my digital, had a good lens, was small and lightweight, and shot quality prints.
I researched for several weeks all potential reviews on P&S cameras. My wife has an older Pentax that was alright, but I had decided that the zoom lenses are often slow and not sharp enough. I debated between getting a Yashica P&S off ebay, getting the newer zoom camera by the same maker, or getting this Olympus. I decided on the Olympus and am glad I did, though I'm sure the Yashicas are fine cameras.
Working the camera is a snap. Open the lens cover, and shoot. I think the default setting is for fill flash, but the settings button cycles around -- so just use it for several rolls of film and get used to it. It does, however, reset to the default setting after you turn it off by closing the door on the lens, which is a minor problem. There's no need to wait for the lens to pop back in, since it is fixed focal length (though auto-focus -- keep in mind the difference).
You may not believe me when I say this, but this camera will take better pictures in low light situations than all cameras except SLRs with the most expensive lenses. Having to use the rest of a roll of film and not particularly caring about picture quality, I took this camera to a recent night-time high school football game. Now football in Texas is big, and stadium lighting is pretty good, but it is never good for anything other than expensive, fast lenses, and fast film, right?
Wrong. Well, partially wrong. This camera, armed with 200 (yes, that's 200 -- something I almost never shoot) film shot nighttime moderately lighted pictures that came out GREAT! The angle is wide, so the content leaves something to be desired, but this wide open apeture lens will definitely do the job when you need a fast, quality lens.
There is a red eye reduction feature in the flash cycle, but I haven't tried it. My applications for this have been mainly outdoor, and the pics I've gotten are very sharp and as good as my SLR's. The guy I sold my AE-1 to won a national award with a pic he made with that camera. I recently asked him if he could do the same with this Olympus. He simply asked me when I wanted to bring it over!",Almost the perfect point and shoot
APFBMDI5TJ8MQ,B000021YU8,5,"I have bought four of these little cameras. (for different family members) It is reliable. It takes great pictures.  It has the necessary features but not so many that one is overwhelmed. It fits easily in a shirt pocket. It doesn't have a zoom but that is just one less thing to break or use up your batteries. If you want to fill the frame just get closer to your subject. It doesn't have all the whistles and bells of larger more expensive cameras but a camera you have takes better pictures than one you left behind because it was too big or so expensive that you didn't want to risk losing it.
I have the usual assortment of larger fully featured cameras as well as the required digital camera but I wouldn't be without one of these little beasts.",great little camera
A3MPNLIGDR2TDU,B000021YU8,5,"It's TINY, and it has an amazingly clear and crisp lens.  Take this camera on vacation with you, and some relatively slow film - 100 speed will more than suffice for good daylight shots.  Snap away, catching all the shots you would've missed with a bulkier camera.  Take it to a quality film processing shop - y'know, a place you'd normally stay away from 'cuz they charge more than $(...) a roll for processing - and ask them nicely to zoom in when printing shots that have a subject relatively far from the camera.  I worked at such a shop for a year; believe me, they'll do it, just be nice.  The low film speed will translate to a tighter grain, and the blown-up shots will look GOBS better in balance and texture than they would've had they come from a more expensive, bulker camera running 400 speed film, 'cuz any less won't properly expose on a long-zoom camera.  For me, it was either this or a Nikon N80 SLR outfit; I chose this 'cuz I ended up spending about a seventh of what a comparably equipped Nikon setup would've run.  Granted, I have nowhere near the control over my shot, but I want clarity, not artsy stuff, and the Stylus Epic is impossible to beat for a pocket-sized, super sharp camera.","who really needs zoom, anyway?"
A3UBYYUZQHN7RR,B000021YU8,5,"Popular Photography recently called this camera ""...possibly the best camera in the universe and I agree.
It is small, light, it has an *excellent* quality lens. The lens quality is way above the average point and shoot. The lack of zoom is one of the reasons the lens can be *so* good. Maximum lens opening of f2.8 and maximum shutter speed of 1/1000 sec (but no 'manual' setting)
It has an 'intellegent' flash that reduces flash intensity for close-up shots (prevents overexposure!) Many different available 'modes' give you great versatlity, including 'red eye' flash mode and a 'spot' metering option.
I own 4 of these cameras!",GREAT little camera!
A2XCE6WWTX57R4,B000021YUL,5,"I joined the digital parade after an agonizing 6 months of comparison and indecision.  I liked the Sony Mavica features, especially the floppy disk method of storing images.  I've used my work's Mavica 91 and loved its  simplicity and great ability to take indoor pictures without a flash.  I  also loved the rechargeable 'smart' battery which Sony sells with its  product; it actually tells you how much time you have remaining before a  battery change is required.  It could also do short MPEG motion pictures -  with sound. The big negative:  it's huge and weighed a ton.  It's  resolution wasn't sufficient either.
I finally ended up with the Olympus  450z because of its high resolution, its available floppy adapter, its many  features for the price, and its compact size -- its virtually identical to  my old 35MM model.  It takes great pictures, but isn't as capable in low  light conditions as the Mavica 91.
The Panaroma picture capability was a  feature which I never thought of using -- until I saw the software demo  which was included with the camera.  It's like magic -- it puts together a  panarama of pictures into a single composite image.  Truly amazing.
In  summary, the 450 is a great camera, albeit only slightly better than the  400 - and doesn't include the floppy adapter as the 400 did.  Great - yes,  but the price really hasn't dropped as I had hoped.  Finally, if you're  thinking ahead, you'll order 8 or 12 NiMH batteries and a recharger, a 16  or 32 meg SMART Card, and the Floppy adapter.  You've suddenly got yourself  a $700-$800 camera outfit.  Shop around - there are cheaper places to buy  your camera.",Good Decision -- Finally
A1WVMDRJU19AFD,B000021YUL,4,"A couple things: Pros:  1. I have dropped my Olympus d450 several times, and once I slammed it in a car door (in its case). For some strange reason, it still works fine.
2.  You can get an mp3 player that uses the same type of memory card (smartmedia), buy a 32 Meg (smartmedia) chip, and reformat the card  for either device when the occasion  calls. A 32 meg card can hold either a couple hundred pictures, or about an  hour of music.
3. The floppy adapter works well to transfer files to/from  the smartmedia card, and a usb smartmedia card reader works even better.  However, downloading data using camera and serial cable is quiet an  frustrating process (batteriy draning, time intensive, etc.)
CONS- 1:  Start stockpiling AA batteries now, especially if you really like using the  LCD screen instead of the viewfinder.
2: This isn't the kind of camera  you can whip out real fast and and take an instantaneous photo.  It takes  about four seconds from when you slide the cover open to when you can snap  a picture.
All in all, a good buy",Feels like a 35mm zoom n a good way
A10P0BX64HLW7H,B000021YU8,5,"There are so many kudos for this camera that have already been expressed and I don't know that I can add more. I've been using it for six months (and about 22 rolls of film) now and am very happy with it. I had been assessing this camera for 4 months by reading the reviews in most of the trade mags and on Photo. Net. It didn't take me long after I bought it to become a satisfied customer. It's plusses are: (1) sharp, contrasty, & fast lens, (2) splash-resistant, (3) as compact as most APS cameras but with a larger film area, (4) simple to operate, and (5) close-focusing range. The one problem that I encounter is that the auto-focusing can be fooled at close range or when the main subjects are well off-center. To rectify that, just use spot-focusing. This is an excellent travel camera that so easily slips into your pocket for all those unexpected moments. Use it with ASA400 film for sharp outdoor photos with great depth-of-field; or with ASA800 film for indoor shots where flash photography is not permitted (like some museums).",What more can I say?
A1V4VVBQBFXRHC,B000021YU8,5,"This is the second stylus I've purchased in 2 years. I have three teenage daughters that love taking pictures. My second daughter just turned 16. I bought my oldest daughter a stylus when she turned 16. They like the camera because of its small compact size and ease of use. It fits nicely in their purse. After comparing every camera I could find for under $100, the Stylus had much better quality. In order to find as good a camera, I had to double the price. The viewfinder alone, is larger than most, very clear and crisp. Never had a single problem with the first Stylus. The fact that the price has come down is a real plus also. I paid more for the Stylus two years ago, than the one bought recently. I give this little camera a 5 star. You will not be disappointed. It's a really nice little camera. It's easy to use, attractive and it is not cluttered up with whistles & bells you'll never use. Just point and shoot.",Top Quality for the price
A1UALQV0U60IKM,B000021YU8,2,"No complaints about the quality of the lens nor reliability of the camera. The problem is with the final product, few crisp clear pictures.
I've had a Rollei compact for years. It produced great pictures but was bulkier than the Stylus Epic. After switching, I noticed that more of my pictures were blurry. I suspect it is due to the small size relative to the shutter release button. Seems like I need to use a tripod which makes the camera less portable. :O",Shakey Images
A3HDRP3NQHWETU,B000021YU8,5,"This is one of the best compact single lens cameras around.  The lens is fast (f2.8), very sharp, and the exposure system is accurate.  It's main competition is the Yashica T4 super, which is a little bigger and has a slightly slower (but very nice) lens.
As someone mentioned in another review, there are problems with long range zooms in compact cameras.  In addition to the problem with redeye, there is also the issue of flash range.  Compact cameras generally have pretty weak flashes, and if you zoom a lens out to 120mm and f11 or so, the range becomes very small indeed.  For example, if you're talking about a flash with a guide number of 40, with a fast f2.8 lens like the one in this camera, you get a range of 14 feet.  With the lens zoomed out long, and an f-stop of ll, your range would be 3.6 feet, so if you're taking a picture of someone's nose you're in business.  Also, the design comprimises necessary for cramming a long range zoom into a small camera pretty much require them to be of poor optical quality.
Some of the shorter range zooms in P&S cameras are OK, but on the other hand the ability to take pictures without flash in a reasonably well lit room may be more valuable than the abililty to change focal lengths over a small range.  Then too, the smallness of this camera allows you to shove it in your pocket when you think there is some chance you might need it, and you may find you use it more than you would a larger camera.",A great pocket camera
A3PGVJF37JSHFO,B000021YU8,4,"A good P&S. Very nice design.  Does tend to overexpose by1/2-1 stop.  Lens is actually a little wider then 35mm (~32mm).  Lens sharpness is good for a P&S but does not compare to good SLR optics like Nikon.  Cameras operation has some idiosyncrasies like how you get to spot metering mode, the fact that the focus is driven solely by the indicators in the center, etc.  The date stamping is a little too small and too close to the center of the image.  Red-eye is a problem.  The viewfinder is very tiny and has severe distortion. Overall, a good, but not great, little camera...If you can spend more get the Yashica T4 w/Zeiss lens.",Good value...
